ILI Tool,Adjstd Weld Number,Adjstd Approx Milepost,Adjstd Approx Map Station (ft),Odometer (ft),Odometer Distance to Start of Box (ft),Feature Number,Feature Description,Distance to Nearest Weld (ft),Distance to Upstream Weld (ft),Distance to Downstream Weld (ft),Distance From Top of Pipe (ft),Distance to Nearest AGM (ft),Distance to Upstream AGM (ft),Distance to Downstream AGM (ft),WT (in),Max Depth (%),Max Depth + Tolerance (%),Length (in),Width (in),Oreintation (Degrees),Pipe Length (ft),Long Seam Orient. (Degrees),0.85DL Safe MAOP Rating (psig),0.85DL Safe MAOP Rating + Tolerance (psig),Eff. Area B31G of API579 Safe MAOP Rating (psig),Eff. Area B31G of API579 Safe MAOP Rating + Tolerance (psig),Eff. Area B31G of API579 Burst Press. Rating (psig),Eff. Area B31G of API579 Burst Press. Rating + Tolerance (psig),Latitude NAD83,Longitude NAD83,Elevation Above Mean Sea Level NAVD88 (ft),Comments,Pipe Size (in),Pipe Grade ,Pipe Type,MOP (psi)
MFL,510,,,24150.32,24150.31,11520,ML Int,D24.57,34.62,24.57,1.03,D1016.52,3595.49,1016.52,0.219,10,20,0.27,0.27,165,59.19,,2264,2261,2264,2260,3144,3139,35.0763931,-119.3331519,565.02,,8.625,X52,ERW,1363
MFL,510,,,24150.70,24150.69,11521,ML Int,D24.19,35.00,24.19,1.03,D1016.14,3595.87,1016.14,0.219,10,20,0.28,0.28,165,59.19,,2264,2261,2264,2260,3144,3139,35.0763931,-119.3331507,565.03,,8.625,X52,ERW,1363
MFL,510,,,24151.37,24151.36,11522,ML Int Cluster,D23.52,35.67,23.52,1.03,D1015.47,3596.54,1015.47,0.219,10,20,0.78,0.27,165,59.19,,2248,2227,2252,2235,3128,3104,35.0763932,-119.3331485,565.05,,8.625,X52,ERW,1363
MFL,510,,,24151.60,24151.59,11523,ML Int,D23.29,35.90,23.29,1.02,D1015.24,3596.77,1015.24,0.219,10,20,0.28,0.28,163,59.19,,2264,2261,2264,2260,3144,3139,35.0763932,-119.3331477,565.06,,8.625,X52,ERW,1363
MFL,510,,,24152.03,24152.02,11524,ML Int,D22.86,36.33,22.86,1.03,D1014.81,3597.20,1014.81,0.219,10,20,0.28,0.28,165,59.19,,2264,2261,2264,2260,3144,3139,35.0763932,-119.3331463,565.07,,8.625,X52,ERW,1363
MFL,510,,,24152.94,24152.92,11525,ML Int,D21.96,37.23,21.96,1.03,D1013.91,3598.10,1013.91,0.219,11,21,0.28,0.28,164,59.19,,2264,2261,2263,2260,3144,3138,35.0763932,-119.3331433,565.10,,8.625,X52,ERW,1363
MFL,510,,,24153.06,24153.05,11526,ML Int,D21.84,37.35,21.84,1.04,D1013.79,3598.22,1013.79,0.219,10,20,0.28,0.28,166,59.19,,2264,2261,2264,2260,3144,3139,35.0763932,-119.3331428,565.10,,8.625,X52,ERW,1363
MFL,510,,,24154.63,24154.62,11527,ML Int,D20.26,38.93,20.26,1.01,D1012.22,3599.80,1012.22,0.219,10,20,0.27,0.27,161,59.19,,2264,2261,2264,2260,3144,3139,35.0763933,-119.3331376,565.14,,8.625,X52,ERW,1363
MFL,510,,,24154.90,24154.89,11528,ML Int,D19.99,39.20,19.99,1.04,D1011.94,3600.07,1011.94,0.219,12,22,0.28,0.28,166,59.19,,2264,2261,2263,2259,3143,3138,35.0763933,-119.3331367,565.15,,8.625,X52,ERW,1363
MFL,510,,,24155.49,24155.47,11529,ML Int,D19.41,39.78,19.41,1.04,D1011.36,3600.65,1011.36,0.219,10,20,0.28,0.28,166,59.19,,2264,2261,2264,2260,3144,3139,35.0763933,-119.3331348,565.17,,8.625,X52,ERW,1363
MFL,510,,,24156.03,24155.95,11530,ML Int Cluster,D18.86,40.32,18.86,1.02,D1010.82,3601.20,1010.82,0.219,11,21,1.14,0.41,163,59.19,,2229,2189,2247,2227,3121,3093,35.0763933,-119.3331329,565.18,,8.625,X52,ERW,1363
MFL,510,,,24156.97,24156.94,11531,ML Int,D17.93,41.26,17.93,1.02,D1009.88,3602.13,1009.88,0.219,10,20,0.43,0.43,162,59.19,,2261,2253,2259,2250,3138,3125,35.0763934,-119.3331298,565.21,,8.625,X52,ERW,1363
MFL,510,,,24158.49,24158.48,11532,ML Int Cluster,D16.41,42.78,16.41,1.03,D1008.36,3603.65,1008.36,0.219,10,20,0.51,0.41,164,59.19,,2258,2248,2257,2244,3134,3117,35.0763934,-119.3331247,565.25,,8.625,X52,ERW,1363
MFL,510,,,24159.63,24159.62,11533,ML Int Cluster,D15.26,43.93,15.26,1.04,D1007.21,3604.80,1007.21,0.219,11,21,0.90,0.68,166,59.19,,2241,2213,2250,2231,3125,3099,35.0763935,-119.3331209,565.29,,8.625,X52,ERW,1363
MFL,510,,,24160.39,24160.38,11534,ML Int Cluster,D14.51,44.68,14.51,1.04,D1006.46,3605.55,1006.46,0.219,10,20,1.02,0.41,166,59.19,,2238,2205,2249,2230,3124,3097,35.0763935,-119.3331184,565.31,,8.625,X52,ERW,1363
MFL,510,,,24161.50,24161.49,11535,ML Int,D13.40,45.79,13.40,1.03,D1005.35,3606.66,1005.35,0.219,10,20,0.28,0.28,164,59.19,,2264,2261,2264,2260,3144,3139,35.0763935,-119.3331148,565.34,,8.625,X52,ERW,1363
MFL,510,,,24162.01,24161.97,11536,ML Int,D12.89,46.30,12.89,1.03,D1004.84,3607.17,1004.84,0.219,11,21,0.51,0.51,165,59.19,,2257,2247,2256,2243,3133,3115,35.0763936,-119.3331132,565.36,,8.625,X52,ERW,1363
MFL,510,,,24162.55,24162.53,11537,ML Int Cluster,D12.35,46.84,12.35,1.03,D1004.30,3607.71,1004.30,0.219,10,20,1.10,0.28,164,59.19,,2235,2197,2249,2229,3123,3095,35.0763936,-119.3331113,565.37,,8.625,X52,ERW,1363
MFL,510,,,24162.75,24162.74,11538,ML Int,D12.14,47.05,12.14,1.03,D1004.09,3607.92,1004.09,0.219,10,20,0.27,0.27,164,59.19,,2264,2261,2264,2260,3144,3139,35.0763936,-119.3331105,565.38,,8.625,X52,ERW,1363
MFL,510,,,24163.17,24163.15,11539,ML Int,D11.73,47.46,11.73,1.03,D1003.68,3608.33,1003.68,0.219,11,21,0.27,0.27,165,59.19,,2264,2261,2264,2260,3144,3138,35.0763936,-119.3331092,565.39,,8.625,X52,ERW,1363
MFL,510,,,24163.33,24163.31,11540,ML Int Cluster,D11.57,47.62,11.57,1.03,D1003.52,3608.49,1003.52,0.219,11,21,1.41,0.68,164,59.19,,2216,2162,2246,2224,3119,3089,35.0763936,-119.3331086,565.39,,8.625,X52,ERW,1363
MFL,510,,,24163.64,24163.56,11541,ML Int Cluster,D11.25,47.94,11.25,1.03,D1003.20,3608.81,1003.20,0.219,11,21,2.95,0.54,164,59.19,,2158,2050,2214,2162,3075,3002,35.0763936,-119.3331077,565.40,,8.625,X52,ERW,1363
MFL,510,,,24163.95,24163.93,11542,ML Int,D10.95,48.24,10.95,1.03,D1002.90,3609.11,1002.90,0.219,11,21,0.31,0.31,164,59.19,,2263,2259,2262,2257,3142,3135,35.0763936,-119.3331067,565.41,,8.625,X52,ERW,1363
MFL,510,,,24164.07,24164.06,11543,ML Int,D10.82,48.36,10.82,1.02,D1002.78,3609.24,1002.78,0.219,12,22,0.27,0.27,163,59.19,,2264,2261,2263,2259,3143,3138,35.0763936,-119.3331062,565.42,,8.625,X52,ERW,1363
MFL,510,,,24166.23,24166.22,11544,ML Int,D8.66,50.53,8.66,1.03,D1000.61,3611.40,1000.61,0.219,10,20,0.27,0.27,165,59.19,,2264,2261,2264,2260,3144,3139,35.0763937,-119.3330990,565.48,,8.625,X52,ERW,1363
MFL,510,,,24166.86,24166.84,11545,ML Int,D8.04,51.15,8.04,1.03,D999.99,3612.02,999.99,0.219,11,21,0.27,0.27,164,59.19,,2264,2261,2264,2260,3144,3138,35.0763937,-119.3330969,565.50,,8.625,X52,ERW,1363
MFL,510,,,24169.09,24169.02,11546,ML Int Cluster,D5.81,53.38,5.81,1.03,D997.76,3614.25,997.76,0.219,11,21,1.57,0.28,164,59.19,,2208,2147,2234,2199,3103,3055,35.0763938,-119.3330895,565.56,,8.625,X52,ERW,1363
MFL,511,4.564,237+10,24174.90,,11547,Weld,U59.19,59.19,59.78,,D991.95,3620.06,991.95,0.219,,,,,,59.78,358,,,,,,,35.0763940,-119.3330702,565.73,,8.625,X52,ERW,1363
MFL,511,,,24177.43,24177.41,11548,ML Int,U2.53,2.53,57.25,1.03,D989.42,3622.59,989.42,0.219,12,22,0.28,0.28,164,59.78,,2264,2261,2263,2259,3143,3138,35.0763942,-119.3330618,565.75,,8.625,X52,ERW,1363
MFL,511,,,24177.65,24177.63,11549,ML Int,U2.75,2.75,57.03,1.00,D989.20,3622.81,989.20,0.219,10,20,0.27,0.27,160,59.78,,2264,2261,2264,2260,3144,3139,35.0763942,-119.3330610,565.75,,8.625,X52,ERW,1363
MFL,511,,,24178.04,24178.03,11550,ML Int,U3.15,3.15,56.64,1.01,D988.81,3623.21,988.81,0.219,10,20,0.28,0.28,161,59.78,,2264,2261,2264,2260,3144,3139,35.0763942,-119.3330596,565.75,,8.625,X52,ERW,1363
MFL,511,,,24182.16,24182.15,11551,ML Int,U7.27,7.27,52.52,1.00,D984.68,3627.33,984.68,0.219,10,20,0.27,0.27,160,59.78,,2264,2261,2264,2260,3144,3139,35.0763944,-119.3330460,565.78,,8.625,X52,ERW,1363
MFL,511,,,24183.22,24183.18,11552,ML Int,U8.32,8.32,51.46,1.04,D983.63,3628.38,983.63,0.219,10,20,0.63,0.63,166,59.78,,2254,2240,2252,2234,3128,3102,35.0763945,-119.3330425,565.79,,8.625,X52,ERW,1363
MFL,511,,,24183.58,24183.57,11553,ML Int Cluster,U8.68,8.68,51.10,1.04,D983.27,3628.74,983.27,0.219,11,21,1.02,0.54,166,59.78,,2235,2201,2248,2229,3123,3096,35.0763945,-119.3330413,565.79,,8.625,X52,ERW,1363
MFL,511,,,24185.03,24185.02,11554,ML Int,U10.13,10.13,49.65,1.00,D981.82,3630.19,981.82,0.219,11,21,0.27,0.27,159,59.78,,2264,2261,2264,2260,3144,3138,35.0763946,-119.3330365,565.80,,8.625,X52,ERW,1363
MFL,511,,,24185.15,24185.13,11555,ML Int Cluster,U10.25,10.25,49.53,1.02,D981.70,3630.31,981.70,0.219,10,20,0.79,0.54,163,59.78,,2248,2226,2252,2235,3128,3104,35.0763946,-119.3330360,565.80,,8.625,X52,ERW,1363
MFL,511,,,24185.62,24185.60,11556,ML Int Cluster,U10.72,10.72,49.06,1.00,D981.23,3630.78,981.23,0.219,12,22,0.35,0.68,159,59.78,,2262,2257,2261,2254,3140,3131,35.0763946,-119.3330344,565.80,,8.625,X52,ERW,1363
MFL,511,,,24186.52,24186.49,11557,ML Int Cluster,U11.62,11.62,48.16,1.03,D980.33,3631.68,980.33,0.219,14,24,0.35,0.83,165,59.78,,2261,2255,2260,2253,3139,3129,35.0763946,-119.3330314,565.79,,8.625,X52,ERW,1363
MFL,511,,,24187.99,24187.98,11558,ML Int,U13.09,13.09,46.69,1.02,D978.86,3633.15,978.86,0.219,11,21,0.27,0.27,163,59.78,,2264,2261,2264,2260,3144,3138,35.0763947,-119.3330266,565.76,,8.625,X52,ERW,1363
MFL,511,,,24188.69,24188.63,11559,ML Int Cluster,U13.79,13.79,45.99,1.01,D978.16,3633.85,978.16,0.219,11,21,0.86,0.41,161,59.78,,2243,2217,2250,2232,3125,3100,35.0763947,-119.3330243,565.74,,8.625,X52,ERW,1363
MFL,511,,,24189.00,24188.99,11560,ML Int,U14.11,14.11,45.68,1.02,D977.84,3634.17,977.84,0.219,10,20,0.28,0.28,163,59.78,,2264,2261,2264,2260,3144,3139,35.0763947,-119.3330233,565.74,,8.625,X52,ERW,1363
MFL,511,,,24189.12,24189.11,11561,ML Int,U14.22,14.22,45.56,1.02,D977.73,3634.28,977.73,0.219,11,21,0.28,0.28,163,59.78,,2264,2261,2263,2260,3144,3138,35.0763948,-119.3330229,565.73,,8.625,X52,ERW,1363
MFL,511,,,24190.05,24189.75,11562,ML Int Cluster,U15.16,15.16,44.63,1.02,D976.79,3635.22,976.79,0.219,12,22,3.84,0.54,162,59.78,,2127,2000,2216,2167,3078,3010,35.0763948,-119.3330198,565.71,,8.625,X52,ERW,1363
MFL,511,,,24192.49,24192.48,11563,ML Int,U17.60,17.60,42.19,1.01,D974.36,3637.66,974.36,0.219,11,21,0.27,0.27,161,59.78,,2264,2261,2264,2260,3144,3138,35.0763949,-119.3330117,565.66,,8.625,X52,ERW,1363
MFL,511,,,24193.97,24193.93,11564,ML Int,U19.08,19.08,40.70,1.05,D972.87,3639.14,972.87,0.219,10,20,0.59,0.59,167,59.78,,2256,2243,2254,2237,3130,3107,35.0763950,-119.3330068,565.63,,8.625,X52,ERW,1363
MFL,511,,,24194.32,24194.31,11565,ML Int,U19.42,19.42,40.36,1.02,D972.53,3639.48,972.53,0.219,10,20,0.27,0.27,163,59.78,,2264,2261,2264,2260,3144,3139,35.0763950,-119.3330057,565.62,,8.625,X52,ERW,1363
MFL,511,,,24194.51,24194.50,11566,ML Int,U19.62,19.62,40.17,1.01,D972.34,3639.67,972.34,0.219,10,20,0.28,0.28,161,59.78,,2264,2261,2264,2260,3144,3139,35.0763950,-119.3330049,565.62,,8.625,X52,ERW,1363
MFL,511,,,24197.95,24197.93,11567,ML Int Cluster,U23.05,23.05,36.73,1.03,D968.90,3643.11,968.90,0.219,10,20,3.33,0.54,165,59.78,,2160,2044,2216,2164,3078,3005,35.0763952,-119.3329935,565.54,,8.625,X52,ERW,1363
MFL,511,,,24198.35,24198.34,11568,ML Int,U23.46,23.46,36.33,1.01,D968.50,3643.52,968.50,0.219,10,20,0.28,0.28,161,59.78,,2264,2261,2264,2260,3144,3139,35.0763952,-119.3329922,565.53,,8.625,X52,ERW,1363
MFL,511,,,24200.72,24200.70,11569,ML Int,U25.82,25.82,33.96,1.03,D966.13,3645.88,966.13,0.219,11,21,0.28,0.28,164,59.78,,2264,2261,2263,2260,3144,3138,35.0763953,-119.3329844,565.48,,8.625,X52,ERW,1363
