ILI Tool,Pipe Joint Number,Approx. Milepost (miles),Adjstd Map Sta (ft) (CDS),Odometer (ft),Odometer Distance to Peak Depth (ft),Feature Number,Feature Description,Distance to Nearest Weld (ft),Distance to Upstream Weld (ft),Distance to Downstream Weld (ft),Distance to Nearest AGM (ft),Distance to Upstream AGM (ft),Distance to Downstream AGM (ft),WT (in),Max Depth (%),Length (in),Width (in),Oreintation (Degrees),Oreintation Peak Depth (Degrees),Pipe Length (ft),Long Seam Orient. (Degrees),0.85DL Safe MAOP Rating (psig),Eff. Area B31G of API579 Safe MAOP Rating (psig),Eff. Area B31G of API579 Burst Press. Rating (psig),Max Depth + Tolerance (%),0.85DL Safe MAOP Rating + Tolerance (psig),Eff. Area B31G of API579 Safe MAOP Rating + Tolerance (psig),Eff. Area B31G of API579 Burst Press. Rating + Tolerance (psig),Latitude NAD83,Longitude NAD83,Elevation Above Mean Sea Level NAVD88 (ft),Comments,Pipe Size (in),Pipe Grade ,Pipe Type,MOP (psi)
MFL,5110,4.557,240+61,24221.85,24221.86,9583,ML Int ,D10.91,48.63,10.91,D1001.78,3631.64,1001.78,0.219,14,0.27,0.25,146,147,59.55,,2263,2262,3142,24,2260,2258,3136,35.0763908,-119.3330874,565.87,,8.625,X52,ERW,1363
MFL,5110,4.557,240+63,24224.65,24224.66,9584,ML Int ,D8.11,51.43,8.11,D998.98,3634.44,998.98,0.219,11,0.27,0.25,148,149,59.55,,2264,2264,3144,21,2261,2260,3138,35.0763909,-119.3330781,565.95,,8.625,X52,ERW,1363
MFL,5110,4.558,240+66,24226.90,24226.91,9585,ML Int ,D5.86,53.68,5.86,D996.73,3636.69,996.73,0.219,11,0.27,0.27,147,147,59.55,,2264,2264,3144,21,2261,2260,3138,35.0763909,-119.3330707,566.02,,8.625,X52,ERW,1363
MFL,5120,4.559,240+71,24232.76,,9586,Weld,U59.55,59.55,60.41,D990.86,3642.56,990.86,0.219,,,,,,60.41,322,,,,,,,,35.0763912,-119.3330513,566.19,,8.625,X52,ERW,1363
MFL,5120,4.559,240+74,24235.30,24235.31,9587,ML Int ,U2.54,2.54,57.87,D988.32,3645.10,988.32,0.219,13,0.27,0.25,148,149,60.41,,2263,2263,3143,23,2260,2259,3137,35.0763913,-119.3330429,566.22,,8.625,X52,ERW,1363
MFL,5120,4.559,240+74,24235.52,24235.53,9588,ML Int ,U2.76,2.76,57.66,D988.11,3645.31,988.11,0.219,10,0.23,0.27,147,149,60.41,,2265,2265,3145,20,2263,2262,3141,35.0763913,-119.3330421,566.22,,8.625,X52,ERW,1363
MFL,5120,4.560,240+75,24235.92,24235.93,9589,ML Int ,U3.16,3.16,57.25,D987.70,3645.71,987.70,0.219,10,0.23,0.23,148,149,60.41,,2265,2265,3145,20,2263,2262,3141,35.0763913,-119.3330408,566.22,,8.625,X52,ERW,1363
MFL,5120,4.561,240+80,24241.51,24241.58,9590,ML Int Cluster,U8.74,8.74,51.67,D982.12,3651.30,982.12,0.219,11,1.02,0.66,148,149,60.41,,2235,2249,3124,21,2201,2231,3099,35.0763916,-119.3330223,566.26,,8.625,X52,ERW,1363
MFL,5120,4.561,240+82,24242.97,24242.98,9591,ML Int ,U10.21,10.21,50.21,D980.66,3652.76,980.66,0.219,12,0.27,0.25,148,149,60.41,,2264,2263,3143,22,2261,2259,3138,35.0763916,-119.3330175,566.27,,8.625,X52,ERW,1363
MFL,5120,4.561,240+82,24243.57,24243.59,9592,ML Int Cluster,U10.81,10.81,49.61,D980.06,3653.36,980.06,0.219,15,0.31,0.52,146,151,60.41,,2262,2261,3140,25,2257,2255,3132,35.0763917,-119.3330155,566.28,,8.625,X52,ERW,1363
MFL,5120,4.561,240+83,24244.48,24244.49,9593,ML Int ,U11.71,11.71,48.70,D979.15,3654.27,979.15,0.219,11,0.27,0.39,149,151,60.41,,2264,2264,3144,21,2261,2260,3138,35.0763917,-119.3330125,566.28,,8.625,X52,ERW,1363
MFL,5120,4.562,240+85,24245.97,24245.98,9594,ML Int ,U13.21,13.21,47.20,D977.66,3655.76,977.66,0.219,13,0.27,0.25,148,149,60.41,,2263,2263,3143,23,2260,2259,3137,35.0763918,-119.3330075,566.25,,8.625,X52,ERW,1363
MFL,5120,4.562,240+85,24246.69,24246.70,9595,ML Int ,U13.92,13.92,46.49,D976.94,3656.48,976.94,0.219,13,0.27,0.25,148,149,60.41,,2264,2263,3143,23,2260,2259,3137,35.0763918,-119.3330052,566.23,,8.625,X52,ERW,1363
MFL,5120,4.562,240+86,24247.12,24247.13,9596,ML Int ,U14.35,14.35,46.06,D976.51,3656.91,976.51,0.219,11,0.27,0.54,147,149,60.41,,2264,2264,3144,21,2261,2260,3138,35.0763918,-119.3330037,566.22,,8.625,X52,ERW,1363
MFL,5120,4.562,240+86,24247.76,24248.07,9597,ML Int Cluster,U15.00,15.00,45.42,D975.87,3657.55,975.87,0.219,15,3.91,0.65,146,149,60.41,,2088,2211,3071,25,1957,2162,3003,35.0763919,-119.3330016,566.21,,8.625,X52,ERW,1363
MFL,5120,4.562,240+89,24250.53,24250.54,9598,ML Int ,U17.77,17.77,42.64,D973.09,3660.33,973.09,0.219,11,0.27,0.25,148,149,60.41,,2264,2264,3144,21,2261,2260,3138,35.0763920,-119.3329924,566.16,,8.625,X52,ERW,1363
MFL,5120,4.563,240+91,24252.38,24252.39,9599,ML Int ,U19.61,19.61,40.80,D971.25,3662.17,971.25,0.219,11,0.27,0.25,148,149,60.41,,2264,2264,3144,21,2261,2260,3138,35.0763921,-119.3329863,566.12,,8.625,X52,ERW,1363
MFL,5120,4.563,240+91,24252.57,24252.58,9600,ML Int ,U19.81,19.81,40.61,D971.06,3662.36,971.06,0.219,11,0.27,0.25,148,149,60.41,,2264,2264,3144,21,2261,2260,3138,35.0763921,-119.3329857,566.11,,8.625,X52,ERW,1363
MFL,5120,4.563,240+95,24256.30,24256.31,9601,ML Int ,U23.54,23.54,36.87,D967.32,3666.09,967.32,0.219,13,0.27,0.25,148,149,60.41,,2263,2263,3143,23,2260,2259,3137,35.0763923,-119.3329733,566.04,,8.625,X52,ERW,1363
MFL,5120,4.563,240+95,24256.46,24256.46,9602,ML Int ,U23.69,23.69,36.72,D967.17,3666.25,967.17,0.219,15,0.27,0.25,148,149,60.41,,2263,2262,3142,25,2259,2258,3136,35.0763923,-119.3329728,566.04,,8.625,X52,ERW,1363
MFL,5120,4.564,240+98,24259.11,24259.12,9603,ML Int ,U26.34,26.34,34.07,D964.52,3668.90,964.52,0.219,10,0.23,0.23,148,149,60.41,,2265,2265,3145,20,2263,2262,3141,35.0763924,-119.3329640,565.98,,8.625,X52,ERW,1363
MFL,5120,4.564,240+98,24259.21,24259.22,9604,ML Int ,U26.45,26.45,33.97,D964.42,3669.00,964.42,0.219,14,0.27,0.25,146,147,60.41,,2263,2262,3142,24,2260,2258,3136,35.0763924,-119.3329637,565.98,,8.625,X52,ERW,1363
MFL,5120,4.564,240+98,24259.97,24259.98,9605,ML Int Cluster,U27.21,27.21,33.20,D963.65,3669.77,963.65,0.219,12,0.27,0.66,149,156,60.41,,2264,2263,3143,22,2261,2259,3138,35.0763925,-119.3329611,565.96,,8.625,X52,ERW,1363
MFL,5120,4.565,241+01,24262.89,24262.90,9606,ML Int ,U30.12,30.12,30.29,D960.74,3672.68,960.74,0.219,10,0.27,0.40,147,149,60.41,,2264,2264,3144,20,2261,2260,3139,35.0763926,-119.3329515,565.90,,8.625,X52,ERW,1363
MFL,5120,4.565,241+01,24263.12,24263.13,9607,ML Int ,D30.06,30.36,30.06,D960.51,3672.91,960.51,0.219,13,0.27,0.27,149,151,60.41,,2264,2263,3143,23,2260,2259,3137,35.0763926,-119.3329507,565.90,,8.625,X52,ERW,1363
MFL,5120,4.565,241+02,24263.44,24263.45,9608,ML Int ,D29.74,30.67,29.74,D960.19,3673.23,960.19,0.219,10,0.27,0.25,151,153,60.41,,2264,2264,3144,20,2261,2260,3139,35.0763926,-119.3329497,565.89,,8.625,X52,ERW,1363
MFL,5120,4.565,241+02,24263.83,24263.84,9609,ML Int ,D29.35,31.07,29.35,D959.80,3673.62,959.80,0.219,11,0.27,0.25,148,149,60.41,,2264,2264,3144,21,2261,2260,3138,35.0763926,-119.3329484,565.88,,8.625,X52,ERW,1363
MFL,5120,4.565,241+04,24265.53,24265.54,9610,ML Int ,D27.65,32.77,27.65,D958.10,3675.32,958.10,0.219,11,0.27,0.27,149,149,60.41,,2264,2264,3144,21,2261,2260,3138,35.0763927,-119.3329427,565.85,,8.625,X52,ERW,1363
MFL,5120,4.565,241+04,24265.64,24265.65,9611,ML Int ,D27.53,32.88,27.53,D957.98,3675.44,957.98,0.219,11,0.23,0.23,148,149,60.41,,2265,2264,3145,21,2263,2262,3141,35.0763927,-119.3329424,565.85,,8.625,X52,ERW,1363
MFL,5120,4.565,241+04,24265.83,24265.84,9612,ML Int ,D27.34,33.07,27.34,D957.79,3675.63,957.79,0.219,10,0.23,0.23,148,149,60.41,,2265,2265,3145,20,2263,2262,3141,35.0763927,-119.3329417,565.84,,8.625,X52,ERW,1363
MFL,5120,4.565,241+05,24266.38,24266.39,9613,ML Int ,D26.80,33.62,26.80,D957.25,3676.17,957.25,0.219,15,0.27,0.25,148,149,60.41,,2263,2262,3142,25,2259,2258,3136,35.0763927,-119.3329399,565.83,,8.625,X52,ERW,1363
MFL,5120,4.566,241+06,24267.78,24267.79,9614,ML Int ,D25.40,35.01,25.40,D955.85,3677.57,955.85,0.219,11,0.27,0.25,149,151,60.41,,2264,2264,3144,21,2261,2260,3138,35.0763928,-119.3329353,565.80,,8.625,X52,ERW,1363
MFL,5120,4.566,241+07,24268.28,24268.29,9615,ML Int ,D24.90,35.51,24.90,D955.35,3678.07,955.35,0.219,12,0.27,0.25,148,149,60.41,,2264,2263,3143,22,2261,2259,3138,35.0763928,-119.3329336,565.79,,8.625,X52,ERW,1363
MFL,5120,4.566,241+07,24268.38,24268.39,9616,ML Int ,D24.79,35.62,24.79,D955.24,3678.18,955.24,0.219,13,0.27,0.25,148,149,60.41,,2263,2263,3143,23,2260,2259,3137,35.0763928,-119.3329333,565.79,,8.625,X52,ERW,1363
MFL,5120,4.566,241+07,24268.73,24268.74,9617,ML Int ,D24.45,35.97,24.45,D954.90,3678.52,954.90,0.219,12,0.27,0.25,149,151,60.41,,2264,2263,3143,22,2261,2259,3138,35.0763928,-119.3329321,565.79,,8.625,X52,ERW,1363
MFL,5120,4.566,241+08,24269.69,24269.71,9618,ML Int ,D23.48,36.93,23.48,D953.93,3679.49,953.93,0.219,15,0.27,0.25,148,149,60.41,,2263,2262,3142,25,2259,2258,3136,35.0763929,-119.3329289,565.77,,8.625,X52,ERW,1363
MFL,5120,4.566,241+09,24270.55,24270.56,9619,ML Int ,D22.62,37.79,22.62,D953.07,3680.35,953.07,0.219,12,0.27,0.25,148,149,60.41,,2264,2263,3143,22,2261,2259,3138,35.0763929,-119.3329261,565.75,,8.625,X52,ERW,1363
MFL,5120,4.566,241+09,24270.80,24270.91,9620,ML Int Cluster,D22.37,38.04,22.37,D952.82,3680.60,952.82,0.219,11,1.37,0.27,147,149,60.41,,2218,2246,3119,21,2166,2224,3089,35.0763929,-119.3329253,565.74,,8.625,X52,ERW,1363
MFL,5120,4.566,241+09,24271.17,24271.26,9621,ML Int Cluster,D22.00,38.41,22.00,D952.45,3680.97,952.45,0.219,11,1.21,0.39,148,149,60.41,,2226,2247,3121,21,2182,2226,3092,35.0763929,-119.3329240,565.74,,8.625,X52,ERW,1363
MFL,5120,4.566,241+11,24272.86,24272.87,9622,ML Int ,D20.32,40.10,20.32,D950.77,3682.65,950.77,0.219,13,0.27,0.25,148,149,60.41,,2263,2263,3143,23,2260,2259,3137,35.0763930,-119.3329185,565.72,,8.625,X52,ERW,1363
MFL,5120,4.567,241+12,24273.41,24273.43,9623,ML Int ,D19.76,40.65,19.76,D950.21,3683.21,950.21,0.219,13,0.27,0.25,153,154,60.41,,2264,2263,3143,23,2260,2259,3137,35.0763931,-119.3329166,565.72,,8.625,X52,ERW,1363
MFL,5120,4.567,241+13,24274.45,24274.47,9624,ML Int ,D18.73,41.68,18.73,D949.18,3684.24,949.18,0.219,10,0.31,0.25,156,158,60.41,,2264,2263,3143,20,2260,2258,3136,35.0763931,-119.3329132,565.71,,8.625,X52,ERW,1363
MFL,5120,4.567,241+13,24274.66,24274.68,9625,ML Int ,D18.51,41.90,18.51,D948.96,3684.46,948.96,0.219,11,0.27,0.51,147,149,60.41,,2264,2264,3144,21,2261,2260,3138,35.0763932,-119.3329125,565.71,,8.625,X52,ERW,1363
MFL,5120,4.567,241+13,24274.81,24274.82,9626,ML Int ,D18.36,42.05,18.36,D948.81,3684.61,948.81,0.219,16,0.27,0.25,155,156,60.41,,2263,2262,3141,26,2259,2257,3135,35.0763932,-119.3329120,565.71,,8.625,X52,ERW,1363
MFL,5120,4.567,241+13,24275.00,24275.04,9627,ML Int Cluster,D18.17,42.24,18.17,D948.62,3684.80,948.62,0.219,16,0.66,0.27,147,147,60.41,,2244,2245,3118,26,2225,2224,3090,35.0763932,-119.3329114,565.71,,8.625,X52,ERW,1363
MFL,5120,4.567,241+14,24275.26,24275.27,9628,ML Int ,D17.92,42.50,17.92,D948.37,3685.05,948.37,0.219,10,0.23,0.24,147,149,60.41,,2265,2265,3145,20,2263,2262,3141,35.0763932,-119.3329105,565.70,,8.625,X52,ERW,1363
MFL,5120,4.567,241+14,24275.41,24275.42,9629,ML Int ,D17.77,42.65,17.77,D948.22,3685.20,948.22,0.219,13,0.27,0.25,149,151,60.41,,2263,2263,3143,23,2260,2259,3137,35.0763932,-119.3329100,565.70,,8.625,X52,ERW,1363
MFL,5120,4.567,241+14,24276.20,24276.26,9630,ML Int Cluster,D16.98,43.43,16.98,D947.43,3685.99,947.43,0.219,11,2.07,1.21,147,154,60.41,,2187,2222,3086,21,2104,2176,3023,35.0763932,-119.3329074,565.70,,8.625,X52,ERW,1363
MFL,5120,4.567,241+15,24276.46,24276.54,9631,ML Int Cluster,D16.72,43.69,16.72,D947.17,3686.25,947.17,0.219,13,1.21,0.39,148,149,60.41,,2217,2244,3116,23,2172,2223,3087,35.0763933,-119.3329065,565.70,,8.625,X52,ERW,1363
MFL,5120,4.567,241+15,24276.71,24276.77,9632,ML Int Cluster,D16.47,43.95,16.47,D946.92,3686.50,946.92,0.219,10,0.86,0.40,153,154,60.41,,2245,2251,3126,20,2220,2233,3102,35.0763933,-119.3329057,565.69,,8.625,X52,ERW,1363
MFL,5120,4.567,241+15,24276.87,24276.88,9633,ML Int Cluster,D16.31,44.10,16.31,D946.76,3686.66,946.76,0.219,14,0.35,0.79,147,149,60.41,,2261,2260,3138,24,2255,2253,3129,35.0763933,-119.3329052,565.69,,8.625,X52,ERW,1363
MFL,5120,4.567,241+16,24277.41,24277.43,9634,ML Int ,D15.77,44.65,15.77,D946.22,3687.20,946.22,0.219,14,0.43,0.27,154,156,60.41,,2258,2256,3134,24,2250,2246,3120,35.0763933,-119.3329034,565.69,,8.625,X52,ERW,1363
MFL,5120,4.567,241+16,24277.56,24277.57,9635,ML Int ,D15.62,44.80,15.62,D946.07,3687.35,946.07,0.219,11,0.27,0.25,148,149,60.41,,2264,2264,3144,21,2261,2260,3138,35.0763933,-119.3329029,565.69,,8.625,X52,ERW,1363
MFL,5120,4.567,241+16,24278.02,24278.10,9636,ML Int Cluster,D15.16,45.26,15.16,D945.61,3687.81,945.61,0.219,21,6.34,0.54,147,149,60.41,,1960,2202,3058,31,1802,2151,2987,35.0763934,-119.3329014,565.68,,8.625,X52,ERW,1363
MFL,5120,4.568,241+17,24278.70,24278.90,9637,ML Int Cluster,D14.48,45.94,14.48,D944.93,3688.49,944.93,0.219,18,2.58,0.65,148,149,60.41,,2101,2223,3087,28,1994,2189,3040,35.0763934,-119.3328991,565.68,,8.625,X52,ERW,1363
MFL,5120,4.568,241+17,24279.10,24279.11,9638,ML Int ,D14.08,46.34,14.08,D944.53,3688.89,944.53,0.219,12,0.27,0.25,151,153,60.41,,2264,2263,3143,22,2261,2259,3138,35.0763934,-119.3328978,565.68,,8.625,X52,ERW,1363
MFL,5120,4.568,241+18,24279.32,24279.33,9639,ML Int ,D13.86,46.55,13.86,D944.31,3689.11,944.31,0.219,11,0.27,0.25,148,149,60.41,,2264,2264,3144,21,2261,2260,3138,35.0763934,-119.3328971,565.67,,8.625,X52,ERW,1363
MFL,5120,4.568,241+18,24279.51,24279.65,9640,ML Int Cluster,D13.67,46.75,13.67,D944.12,3689.30,944.12,0.219,15,1.84,0.38,146,147,60.41,,2168,2225,3091,25,2091,2190,3042,35.0763934,-119.3328964,565.67,,8.625,X52,ERW,1363
MFL,5120,4.568,241+18,24279.88,24279.99,9641,ML Int Cluster,D13.30,47.12,13.30,D943.75,3689.67,943.75,0.219,11,1.45,0.23,148,149,60.41,,2214,2249,3123,21,2159,2230,3098,35.0763935,-119.3328952,565.67,,8.625,X52,ERW,1363
MFL,5120,4.568,241+19,24280.91,24280.92,9642,ML Int ,D12.26,48.15,12.26,D942.71,3690.71,942.71,0.219,11,0.27,0.25,149,151,60.41,,2264,2264,3144,21,2261,2260,3138,35.0763935,-119.3328918,565.66,,8.625,X52,ERW,1363
MFL,5120,4.568,241+21,24282.64,24282.65,9643,ML Int ,D10.53,49.88,10.53,D940.98,3692.44,940.98,0.219,12,0.27,0.25,148,149,60.41,,2264,2263,3143,22,2261,2259,3138,35.0763936,-119.3328861,565.65,,8.625,X52,ERW,1363
MFL,5120,4.570,241+30,24291.61,24291.62,9644,ML Int ,D1.57,58.85,1.57,D932.02,3701.40,932.02,0.219,10,0.23,0.23,148,149,60.41,,2265,2265,3145,20,2263,2262,3141,35.0763942,-119.3328564,565.51,,8.625,X52,ERW,1363
MFL,5120,4.570,241+30,24291.72,24291.73,9645,ML Int ,D1.46,58.96,1.46,D931.91,3701.51,931.91,0.219,11,0.23,0.23,151,153,60.41,,2265,2264,3145,21,2262,2262,3141,35.0763942,-119.3328560,565.50,,8.625,X52,ERW,1363
MFL,5130,4.570,241+31,24293.18,,9646,Weld,D59.98,60.41,59.98,D930.45,3702.97,930.45,0.219,,,,,,59.98,38,,,,,,,,35.0763943,-119.3328512,565.45,,8.625,X52,ERW,1363
MFL,5130,4.571,241+33,24294.53,24294.54,9647,ML Int Cluster,U1.35,1.35,58.63,D929.10,3704.32,929.10,0.219,11,1.37,0.86,232,241,59.98,,2218,2241,3113,21,2166,2214,3076,35.0763944,-119.3328467,565.41,,8.625,X52,ERW,1363
MFL,5130,4.571,241+37,24298.98,24299.00,9648,ML Int ,U5.81,5.81,54.18,D924.65,3708.77,924.65,0.219,10,0.35,0.89,193,198,59.98,,2263,2262,3142,20,2258,2256,3133,35.0763946,-119.3328320,565.21,,8.625,X52,ERW,1363
MFL,5130,4.572,241+38,24299.90,24299.91,9649,ML Int ,U6.72,6.72,53.26,D923.73,3709.69,923.73,0.219,10,0.31,0.50,210,213,59.98,,2264,2263,3143,20,2260,2258,3136,35.0763947,-119.3328289,565.16,,8.625,X52,ERW,1363
MFL,5130,4.572,241+38,24300.21,24300.23,9650,ML Int ,U7.04,7.04,52.95,D923.42,3710.00,923.42,0.219,11,0.55,0.43,226,228,59.98,,2256,2254,3131,21,2244,2239,3110,35.0763947,-119.3328279,565.14,,8.625,X52,ERW,1363
MFL,5130,4.572,241+39,24301.04,24301.05,9651,ML Int ,U7.86,7.86,52.12,D922.59,3710.83,922.59,0.219,10,0.31,0.46,244,244,59.98,,2264,2263,3143,20,2260,2258,3136,35.0763947,-119.3328251,565.09,,8.625,X52,ERW,1363
MFL,5130,4.573,241+43,24305.03,24305.04,9652,ML Int ,U11.85,11.85,48.13,D918.60,3714.82,918.60,0.219,11,0.35,0.36,241,241,59.98,,2262,2261,3141,21,2257,2255,3132,35.0763949,-119.3328119,564.86,,8.625,X52,ERW,1363
MFL,5130,4.573,241+45,24306.69,24306.71,9653,ML Int Cluster,U13.51,13.51,46.47,D916.94,3716.48,916.94,0.219,11,1.25,0.61,145,149,59.98,,2224,2242,3114,21,2178,2216,3077,35.0763950,-119.3328064,564.76,,8.625,X52,ERW,1363
MFL,5130,4.573,241+45,24307.06,24307.08,9654,ML Int Cluster,U13.89,13.89,46.10,D916.56,3716.86,916.56,0.219,10,0.82,1.29,220,234,59.98,,2247,2248,3122,20,2223,2226,3091,35.0763950,-119.3328052,564.74,,8.625,X52,ERW,1363
MFL,5130,4.573,241+45,24307.35,24307.36,9655,ML Int ,U14.17,14.17,45.81,D916.28,3717.14,916.28,0.219,11,0.43,0.57,226,230,59.98,,2260,2259,3137,21,2253,2249,3124,35.0763950,-119.3328043,564.72,,8.625,X52,ERW,1363
MFL,5130,4.573,241+46,24307.59,24307.61,9656,ML Int ,U14.42,14.42,45.57,D916.04,3717.38,916.04,0.219,10,0.47,0.71,200,202,59.98,,2260,2258,3136,20,2251,2247,3121,35.0763950,-119.3328035,564.71,,8.625,X52,ERW,1363
MFL,5130,4.573,241+47,24309.47,24309.50,9657,ML Int ,U16.30,16.30,43.69,D914.16,3719.26,914.16,0.219,10,0.63,0.93,180,184,59.98,,2255,2252,3128,20,2240,2234,3103,35.0763951,-119.3327972,564.58,,8.625,X52,ERW,1363
MFL,5130,4.574,241+49,24311.27,24311.28,9658,ML Int ,U18.09,18.09,41.89,D912.36,3721.06,912.36,0.219,10,0.51,1.14,142,153,59.98,,2258,2257,3134,20,2248,2244,3117,35.0763952,-119.3327913,564.44,,8.625,X52,ERW,1363
MFL,5130,4.574,241+50,24312.43,24312.45,9659,ML Int ,U19.26,19.26,40.72,D911.19,3722.23,911.19,0.219,10,0.35,0.79,219,224,59.98,,2263,2262,3142,20,2258,2256,3133,35.0763952,-119.3327874,564.35,,8.625,X52,ERW,1363
MFL,5130,4.574,241+51,24313.54,24313.55,9660,ML Int ,U20.36,20.36,39.62,D910.09,3723.33,910.09,0.219,10,0.27,0.54,144,147,59.98,,2264,2264,3144,20,2261,2260,3139,35.0763952,-119.3327838,564.26,,8.625,X52,ERW,1363
MFL,5130,4.574,241+52,24314.41,24314.42,9661,ML Int ,U21.23,21.23,38.75,D909.22,3724.20,909.22,0.219,11,0.31,0.54,226,230,59.98,,2263,2262,3142,21,2259,2257,3135,35.0763953,-119.3327809,564.19,,8.625,X52,ERW,1363
MFL,5130,4.575,241+57,24319.60,24319.62,9662,ML Int ,U26.43,26.43,33.56,D904.02,3729.40,904.02,0.219,11,0.43,0.39,216,218,59.98,,2260,2259,3137,21,2253,2249,3124,35.0763954,-119.3327637,563.78,,8.625,X52,ERW,1363
MFL,5130,4.575,241+58,24320.19,24320.21,9663,ML Int ,U27.02,27.02,32.97,D903.43,3729.99,903.43,0.219,11,0.47,0.54,241,244,59.98,,2259,2257,3135,21,2250,2246,3120,35.0763955,-119.3327618,563.74,,8.625,X52,ERW,1363
MFL,5130,4.576,241+62,24323.79,24323.80,9664,ML Int ,D29.37,30.61,29.37,D899.84,3733.58,899.84,0.219,12,0.27,0.27,147,147,59.98,,2264,2263,3143,22,2261,2259,3138,35.0763956,-119.3327499,563.46,,8.625,X52,ERW,1363
MFL,5130,4.576,241+62,24324.52,24324.53,9665,ML Int ,D28.64,31.35,28.64,D899.11,3734.31,899.11,0.219,11,0.27,0.25,146,147,59.98,,2264,2264,3144,21,2261,2260,3138,35.0763956,-119.3327475,563.40,,8.625,X52,ERW,1363
MFL,5130,4.577,241+64,24326.13,24326.15,9666,ML Int ,D27.02,32.96,27.02,D897.49,3735.93,897.49,0.219,10,0.39,0.61,214,216,59.98,,2262,2261,3140,20,2256,2253,3129,35.0763957,-119.3327421,563.27,,8.625,X52,ERW,1363
MFL,5130,4.577,241+64,24326.26,24326.27,9667,ML Int ,D26.90,33.09,26.90,D897.37,3736.05,897.37,0.219,11,0.27,0.25,148,149,59.98,,2264,2264,3144,21,2261,2260,3138,35.0763957,-119.3327417,563.26,,8.625,X52,ERW,1363
MFL,5130,4.577,241+68,24329.86,24329.87,9668,ML Int ,D23.30,36.68,23.30,D893.77,3739.65,893.77,0.219,11,0.27,0.25,148,149,59.98,,2264,2264,3144,21,2261,2260,3138,35.0763958,-119.3327298,562.99,,8.625,X52,ERW,1363
MFL,5130,4.577,241+68,24330.16,24330.17,9669,ML Int ,D23.00,36.98,23.00,D893.47,3739.95,893.47,0.219,12,0.27,0.25,146,147,59.98,,2264,2263,3143,22,2261,2259,3138,35.0763958,-119.3327288,562.97,,8.625,X52,ERW,1363
MFL,5130,4.577,241+69,24331.16,24331.17,9670,ML Int ,D21.99,37.99,21.99,D892.46,3740.96,892.46,0.219,14,0.27,0.25,148,149,59.98,,2263,2262,3142,24,2260,2258,3136,35.0763958,-119.3327255,562.89,,8.625,X52,ERW,1363
MFL,5130,4.577,241+69,24331.37,24331.38,9671,ML Int ,D21.79,38.19,21.79,D892.26,3741.16,892.26,0.219,11,0.27,0.34,144,146,59.98,,2264,2264,3144,21,2261,2260,3138,35.0763958,-119.3327248,562.87,,8.625,X52,ERW,1363
MFL,5130,4.578,241+73,24334.84,24334.85,9672,ML Int ,D18.32,41.67,18.32,D888.79,3744.63,888.79,0.219,13,0.27,0.25,146,147,59.98,,2263,2263,3143,23,2260,2259,3137,35.0763959,-119.3327133,562.61,,8.625,X52,ERW,1363
MFL,5130,4.578,241+73,24335.64,24335.65,9673,ML Int ,D17.52,42.46,17.52,D887.99,3745.43,887.99,0.219,14,0.27,0.25,146,147,59.98,,2263,2262,3142,24,2260,2258,3136,35.0763959,-119.3327107,562.55,,8.625,X52,ERW,1363
MFL,5130,4.579,241+75,24337.16,24337.17,9674,ML Int ,D16.00,43.98,16.00,D886.47,3746.95,886.47,0.219,12,0.27,0.25,146,147,59.98,,2264,2263,3143,22,2261,2259,3138,35.0763959,-119.3327057,562.44,,8.625,X52,ERW,1363
MFL,5130,4.579,241+79,24341.34,24341.35,9675,ML Int Cluster,D11.82,48.16,11.82,D882.29,3751.13,882.29,0.219,16,0.39,0.66,144,146,59.98,,2258,2256,3134,26,2251,2248,3122,35.0763960,-119.3326918,562.12,,8.625,X52,ERW,1363
MFL,5130,4.579,241+79,24341.57,24341.58,9676,ML Int ,D11.59,48.39,11.59,D882.06,3751.36,882.06,0.219,11,0.23,0.35,146,149,59.98,,2265,2264,3145,21,2263,2262,3141,35.0763961,-119.3326911,562.10,,8.625,X52,ERW,1363
MFL,5130,4.580,241+80,24342.30,24342.31,9677,ML Int ,D10.86,49.12,10.86,D881.33,3752.09,881.33,0.219,11,0.23,0.23,146,147,59.98,,2265,2264,3145,21,2262,2262,3141,35.0763961,-119.3326887,562.05,,8.625,X52,ERW,1363
MFL,5130,4.580,241+80,24342.77,24342.78,9678,ML Int ,D10.39,49.60,10.39,D880.85,3752.56,880.85,0.219,11,0.23,0.30,209,211,59.98,,2265,2264,3145,21,2263,2262,3141,35.0763961,-119.3326871,562.01,,8.625,X52,ERW,1363
MFL,5130,4.581,241+86,24348.00,24348.02,9679,ML Int ,D5.16,54.82,5.16,D875.63,3757.79,875.63,0.219,11,0.39,0.50,220,224,59.98,,2261,2260,3139,21,2255,2252,3128,35.0763962,-119.3326698,561.73,,8.625,X52,ERW,1363
MFL,5130,4.581,241+88,24350.52,24350.54,9680,ML Int ,D2.64,57.34,2.64,D873.11,3760.31,873.11,0.219,11,0.35,0.50,181,184,59.98,,2262,2261,3141,21,2257,2255,3132,35.0763962,-119.3326614,561.59,,8.625,X52,ERW,1363
MFL,5130,4.581,241+89,24351.33,24351.34,9681,ML Int ,D1.83,58.15,1.83,D872.30,3761.12,872.30,0.219,10,0.31,0.39,212,213,59.98,,2264,2263,3143,20,2260,2258,3136,35.0763962,-119.3326588,561.55,,8.625,X52,ERW,1363
