BHIIdentifier,PipelineFeature,INTEXTIDOD,Odometerft,DistancetoNextPipelineFeatureft,WTin,PipeGradepsi,PipeDescription,PipeDiameterin,MOPpsi,Depth,Depthin,Lengthin,Widthin,OClockOrientationhhmm,mB31GBurstpsi,ERF,EffDepth,EffLengthin,EffAreaBurstpsi,UpstreamUSReferenceName,DistanceToUSReferenceft,DownstreamDSReferenceName,DistanceFromDSReferenceft,DistancetoUSWeldft,DistancetoDSWeldft,Length2ndUSJointft,LengthUSJointft,LengthDefectJointft,DefectJointNumber,LengthDSJointft,Length2ndDSJointft,XYZInformationNAD83Latitude,XYZInformationNAD83Longitude,XYZInformationNAVD88Elevationft,Comments
GWD 14680,Girth Weld,,45651.59,34.11,0.250,35000,ERW,8.625,600,,,,,,,,,,,AGM 14,2152.25,AGM 15,496.70,35.07,34.11,30.52,35.07,34.11,14680,31.11,32.48,33.7863553,-118.0110345,45.82,
GWD 14690,Girth Weld,,45685.70,31.11,0.250,35000,ERW,8.625,600,,,,,,,,,,,AGM 14,2186.36,AGM 15,462.59,34.11,31.11,35.07,34.11,31.11,14690,32.48,40.10,33.7864490,-118.0110323,45.65,
GWD 14700,Girth Weld,,45716.81,32.48,0.250,35000,ERW,8.625,600,,,,,,,,,,,AGM 14,2217.47,AGM 15,431.48,31.11,32.48,34.11,31.11,32.48,14700,40.10,30.58,33.7865346,-118.0110304,45.58,
GWD 14710,Girth Weld,,45749.28,40.10,0.250,35000,ERW,8.625,600,,,,,,,,,,,AGM 14,2249.94,AGM 15,399.01,32.48,40.10,31.11,32.48,40.10,14710,30.58,42.06,33.7866238,-118.0110286,45.46,
GWD 14720,Girth Weld,,45789.39,30.58,0.250,35000,ERW,8.625,600,,,,,,,,,,,AGM 14,2290.05,AGM 15,358.90,40.10,30.58,32.48,40.10,30.58,14720,42.06,19.35,33.7867341,-118.0110263,45.43,
GWD 14730,Girth Weld,,45819.97,42.06,0.250,35000,ERW,8.625,600,,,,,,,,,,,AGM 14,2320.63,AGM 15,328.32,30.58,42.06,40.10,30.58,42.06,14730,19.35,28.78,33.7868182,-118.0110240,45.29,
GWD 14740,Girth Weld,,45862.03,19.35,0.250,35000,ERW,8.625,600,,,,,,,,,,,AGM 14,2362.70,AGM 15,286.25,42.06,19.35,30.58,42.06,19.35,14740,28.78,0.88,33.7869338,-118.0110209,44.87,
GWD 14750,Girth Weld,,45881.38,28.78,0.250,35000,ERW,8.625,600,,,,,,,,,,,AGM 14,2382.05,AGM 15,266.90,19.35,28.78,42.06,19.35,28.78,14750,0.88,1.45,33.7869870,-118.0110196,44.76,
GWD 14760,Girth Weld,,45910.16,0.88,0.250,35000,ERW,8.625,600,,,,,,,,,,,AGM 14,2410.82,AGM 15,238.13,28.78,0.88,19.35,28.78,0.88,14760,1.45,1.58,33.7870660,-118.0110178,45.44,
GWD 14770,Girth Weld,,45911.04,0.30,0.250,35000,ERW,8.625,600,,,,,,,,,,,AGM 14,2411.71,AGM 15,237.24,0.88,1.45,28.78,0.88,1.45,14770,1.58,20.15,33.7870685,-118.0110177,45.46,
BND 141,Bend,,45911.34,1.16,0.250,35000,ERW,8.625,600,,,19.440,,,,,,,,AGM 14,2412.00,AGM 15,236.95,0.30,1.16,28.78,0.88,1.45,14770,1.58,20.15,33.7870693,-118.0110176,45.52,3.0D 41.6 deg right turn sag bend
GWD 14780,Girth Weld,,45912.50,1.12,0.250,35000,ERW,8.625,600,,,,,,,,,,,AGM 14,2413.16,AGM 15,235.79,1.45,1.58,0.88,1.45,1.58,14780,20.15,1.62,33.7870719,-118.0110174,46.12,
BND 142,Bend,,45913.61,0.46,0.250,35000,ERW,8.625,600,,,20.685,,,,,,,,AGM 14,2414.28,AGM 15,234.67,1.12,0.46,0.88,1.45,1.58,14780,20.15,1.62,33.7870745,-118.0110172,46.68,3.0D 38.7 deg left turn over bend
GWD 14790,Girth Weld,,45914.08,20.15,0.280,35000,ERW,8.625,600,,,,,,,,,,,AGM 14,2414.74,AGM 15,234.21,1.58,20.15,1.45,1.58,20.15,14790,1.62,1.49,33.7870758,-118.0110171,46.79,
GWD 14800,Girth Weld,,45934.22,0.42,0.280,35000,ERW,8.625,600,,,,,,,,,,,AGM 14,2434.89,AGM 15,214.06,20.15,1.62,1.58,20.15,1.62,14800,1.49,0.95,33.7871311,-118.0110161,46.83,
BND 143,Bend,,45934.65,1.19,0.280,35000,ERW,8.625,600,,,19.409,,,,,,,,AGM 14,2435.31,AGM 15,213.64,0.42,1.19,1.58,20.15,1.62,14800,1.49,0.95,33.7871323,-118.0110161,46.77,3.0D 40.1 deg left turn over bend
GWD 14810,Girth Weld,,45935.84,1.07,0.280,35000,ERW,8.625,600,,,,,,,,,,,AGM 14,2436.50,AGM 15,212.45,1.62,1.49,20.15,1.62,1.49,14810,0.95,17.77,33.7871351,-118.0110162,46.19,
BND 144,Bend,,45936.91,0.42,0.280,35000,ERW,8.625,600,,,17.835,,,,,,,,AGM 14,2437.57,AGM 15,211.38,1.07,0.42,20.15,1.62,1.49,14810,0.95,17.77,33.7871377,-118.0110162,45.68,3.0D 36.7 deg right turn sag bend
GWD 14820,Girth Weld,,45937.33,0.95,0.250,35000,ERW,8.625,600,,,,,,,,,,,AGM 14,2437.99,AGM 15,210.96,1.49,0.95,1.62,1.49,0.95,14820,17.77,40.23,33.7871388,-118.0110162,45.60,Estimated WT 0.250
GWD 14830,Girth Weld,,45938.28,17.77,0.250,35000,ERW,8.625,600,,,,,,,,,,,AGM 14,2438.94,AGM 15,210.01,0.95,17.77,1.49,0.95,17.77,14830,40.23,33.55,33.7871415,-118.0110162,45.55,
GWD 14840,Girth Weld,,45956.05,40.23,0.250,35000,ERW,8.625,600,,,,,,,,,,,AGM 14,2456.71,AGM 15,192.24,17.77,40.23,0.95,17.77,40.23,14840,33.55,40.24,33.7871903,-118.0110151,45.31,
GWD 14850,Girth Weld,,45996.28,33.55,0.250,35000,SMLS,8.625,600,,,,,,,,,,,AGM 14,2496.94,AGM 15,152.01,40.23,33.55,17.77,40.23,33.55,14850,40.24,42.28,33.7873009,-118.0110131,45.32,
GWD 14860,Girth Weld,,46029.83,40.24,0.250,35000,ERW,8.625,600,,,,,,,,,,,AGM 14,2530.50,AGM 15,118.45,33.55,40.24,40.23,33.55,40.24,14860,42.28,40.40,33.7873931,-118.0110113,45.74,
GWD 14870,Girth Weld,,46070.08,42.28,0.250,35000,ERW,8.625,600,,,,,,,,,,,AGM 14,2570.74,AGM 15,78.21,40.24,42.28,33.55,40.24,42.28,14870,40.40,39.15,33.7875037,-118.0110086,45.91,
GWD 14880,Girth Weld,,46112.36,35.92,0.250,35000,ERW,8.625,600,,,,,,,,,,,AGM 14,2613.03,AGM 15,35.92,42.28,40.40,40.24,42.28,40.40,14880,39.15,40.63,33.7876200,-118.0110063,46.43,
MRK 13,Marker,,46148.29,4.47,0.250,35000,ERW,8.625,600,,,,,11:35,,,,,,AGM 14,2648.95,AGM 16,3042.72,35.92,4.47,40.24,42.28,40.40,14880,39.15,40.63,33.7877187,-118.0110042,46.85,AGM 15 8' West of Curb - Located in Knott St
GWD 14890,Girth Weld,,46152.76,39.15,0.250,35000,ERW,8.625,600,,,,,,,,,,,AGM 15,4.47,AGM 16,3038.24,40.40,39.15,42.28,40.40,39.15,14890,40.63,41.50,33.7877310,-118.0110040,46.87,
GWD 14900,Girth Weld,,46191.91,40.63,0.250,35000,ERW,8.625,600,,,,,,,,,,,AGM 15,43.63,AGM 16,2999.09,39.15,40.63,40.40,39.15,40.63,14900,41.50,33.63,33.7878387,-118.0110021,47.10,
GWD 14910,Girth Weld,,46232.54,41.50,0.250,35000,ERW,8.625,600,,,,,,,,,,,AGM 15,84.26,AGM 16,2958.46,40.63,41.50,39.15,40.63,41.50,14910,33.63,1.56,33.7879504,-118.0110003,47.25,
GWD 14920,Girth Weld,,46274.05,33.63,0.250,35000,SMLS,8.625,600,,,,,,,,,,,AGM 15,125.76,AGM 16,2916.96,41.50,33.63,40.63,41.50,33.63,14920,1.56,0.99,33.7880646,-118.0109985,47.34,
GWD 14930,Girth Weld,,46307.67,0.67,0.250,35000,SMLS,8.625,600,,,,,,,,,,,AGM 15,159.38,AGM 16,2883.33,33.63,1.56,41.50,33.63,1.56,14930,0.99,5.12,33.7881571,-118.0109970,47.23,
BND 145,Bend,,46308.35,0.88,0.250,35000,SMLS,8.625,600,,,24.541,,,,,,,,AGM 15,160.06,AGM 16,2882.66,0.67,0.88,41.50,33.63,1.56,14930,0.99,5.12,33.7881589,-118.0109965,47.22,3.0D 47.7 deg right turn over bend
GWD 14940,Girth Weld,,46309.23,0.99,0.280,35000,ERW,8.625,600,,,,,,,,,,,AGM 15,160.94,AGM 16,2881.77,1.56,0.99,33.63,1.56,0.99,14940,5.12,1.00,33.7881609,-118.0109949,47.20,
GWD 14950,Girth Weld,,46310.22,5.12,0.250,35000,ERW,8.625,600,,,,,,,,,,,AGM 15,161.93,AGM 16,2880.78,0.99,5.12,1.56,0.99,5.12,14950,1.00,1.73,33.7881628,-118.0109925,47.17,Estimated WT 0.250
GWD 14960,Girth Weld,,46315.34,1.00,0.280,35000,ERW,8.625,600,,,,,,,,,,,AGM 15,167.05,AGM 16,2875.67,5.12,1.00,0.99,5.12,1.00,14960,1.73,24.98,33.7881724,-118.0109802,46.99,
GWD 14970,Girth Weld,,46316.34,0.80,0.280,35000,ERW,8.625,600,,,,,,,,,,,AGM 15,168.05,AGM 16,2874.66,1.00,1.73,5.12,1.00,1.73,14970,24.98,21.22,33.7881743,-118.0109777,46.96,
BND 146,Bend,,46317.14,0.92,0.280,35000,ERW,8.625,600,,,25.063,,,,,,,,AGM 15,168.86,AGM 16,2873.86,0.80,0.92,5.12,1.00,1.73,14970,24.98,21.22,33.7881760,-118.0109762,46.95,3.0D 47.7 deg left turn sag bend
GWD 14980,Girth Weld,,46318.07,24.98,0.280,35000,ERW,8.625,600,,,,,,,,,,,AGM 15,169.78,AGM 16,2872.94,1.73,24.98,1.00,1.73,24.98,14980,21.22,17.54,33.7881785,-118.0109754,46.94,
GWD 14990,Girth Weld,,46343.04,21.22,0.250,35000,ERW,8.625,600,,,,,,,,,,,AGM 15,194.75,AGM 16,2847.96,24.98,21.22,1.73,24.98,21.22,14990,17.54,42.69,33.7882472,-118.0109742,46.90,Estimated WT 0.250
GWD 15000,Girth Weld,,46364.26,17.54,0.280,35000,ERW,8.625,600,,,,,,,,,,,AGM 15,215.97,AGM 16,2826.75,21.22,17.54,24.98,21.22,17.54,15000,42.69,38.18,33.7883055,-118.0109736,46.84,
GWD 15010,Girth Weld,,46381.80,42.69,0.280,35000,ERW,8.625,600,,,,,,,,,,,AGM 15,233.51,AGM 16,2809.20,17.54,42.69,21.22,17.54,42.69,15010,38.18,42.49,33.7883538,-118.0109733,46.56,
GWD 15020,Girth Weld,,46424.49,38.18,0.280,35000,ERW,8.625,600,,,,,,,,,,,AGM 15,276.20,AGM 16,2766.52,42.69,38.18,17.54,42.69,38.18,15020,42.49,40.87,33.7884712,-118.0109751,46.05,
GWD 15030,Girth Weld,,46462.67,42.49,0.280,35000,ERW,8.625,600,,,,,,,,,,,AGM 15,314.38,AGM 16,2728.34,38.18,42.49,42.69,38.18,42.49,15030,40.87,41.27,33.7885762,-118.0109781,46.46,
GWD 15040,Girth Weld,,46505.16,40.87,0.280,35000,ERW,8.625,600,,,,,,,,,,,AGM 15,356.87,AGM 16,2685.85,42.49,40.87,38.18,42.49,40.87,15040,41.27,40.92,33.7886931,-118.0109781,46.72,
GWD 15050,Girth Weld,,46546.03,41.27,0.280,35000,ERW,8.625,600,,,,,,,,,,,AGM 15,397.74,AGM 16,2644.97,40.87,41.27,42.49,40.87,41.27,15050,40.92,42.76,33.7888055,-118.0109775,46.32,
GWD 15060,Girth Weld,,46587.30,40.92,0.280,35000,ERW,8.625,600,,,,,,,,,,,AGM 15,439.02,AGM 16,2603.70,41.27,40.92,40.87,41.27,40.92,15060,42.76,42.78,33.7889191,-118.0109765,46.30,
GWD 15070,Girth Weld,,46628.22,42.76,0.280,35000,ERW,8.625,600,,,,,,,,,,,AGM 15,479.94,AGM 16,2562.78,40.92,42.76,41.27,40.92,42.76,15070,42.78,42.42,33.7890316,-118.0109749,46.63,
GWD 15080,Girth Weld,,46670.99,42.78,0.280,35000,ERW,8.625,600,,,,,,,,,,,AGM 15,522.70,AGM 16,2520.02,42.76,42.78,40.92,42.76,42.78,15080,42.42,41.22,33.7891493,-118.0109734,46.70,
GWD 15090,Girth Weld,,46713.77,42.42,0.280,35000,ERW,8.625,600,,,,,,,,,,,AGM 15,565.48,AGM 16,2477.23,42.78,42.42,42.76,42.78,42.42,15090,41.22,41.56,33.7892669,-118.0109726,46.90,
GWD 15100,Girth Weld,,46756.19,41.22,0.280,35000,ERW,8.625,600,,,,,,,,,,,AGM 15,607.90,AGM 16,2434.81,42.42,41.22,42.78,42.42,41.22,15100,41.56,41.79,33.7893836,-118.0109709,47.36,
GWD 15110,Girth Weld,,46797.41,41.56,0.280,35000,ERW,8.625,600,,,,,,,,,,,AGM 15,649.13,AGM 16,2393.59,41.22,41.56,42.42,41.22,41.56,15110,41.79,42.48,33.7894970,-118.0109690,47.01,
GWD 15120,Girth Weld,,46838.97,41.79,0.280,35000,ERW,8.625,600,,,,,,,,,,,AGM 15,690.68,AGM 16,2352.03,41.56,41.79,41.22,41.56,41.79,15120,42.48,41.00,33.7896113,-118.0109680,47.02,
GWD 15130,Girth Weld,,46880.76,42.48,0.280,35000,ERW,8.625,600,,,,,,,,,,,AGM 15,732.48,AGM 16,2310.24,41.79,42.48,41.56,41.79,42.48,15130,41.00,42.47,33.7897263,-118.0109677,47.25,
GWD 15140,Girth Weld,,46923.24,41.00,0.280,35000,ERW,8.625,600,,,,,,,,,,,AGM 15,774.96,AGM 16,2267.76,42.48,41.00,41.79,42.48,41.00,15140,42.47,41.20,33.7898431,-118.0109674,47.71,
GWD 15150,Girth Weld,,46964.24,42.47,0.280,35000,ERW,8.625,600,,,,,,,,,,,AGM 15,815.96,AGM 16,2226.76,41.00,42.47,42.48,41.00,42.47,15150,41.20,41.81,33.7899559,-118.0109663,47.49,
GWD 15160,Girth Weld,,47006.71,41.20,0.280,35000,ERW,8.625,600,,,,,,,,,,,AGM 15,858.43,AGM 16,2184.29,42.47,41.20,41.00,42.47,41.20,15160,41.81,42.70,33.7900727,-118.0109644,48.01,
GWD 15170,Girth Weld,,47047.92,41.81,0.280,35000,ERW,8.625,600,,,,,,,,,,,AGM 15,899.63,AGM 16,2143.09,41.20,41.81,42.47,41.20,41.81,15170,42.70,41.69,33.7901860,-118.0109630,48.14,
GWD 15180,Girth Weld,,47089.72,42.70,0.280,35000,ERW,8.625,600,,,,,,,,,,,AGM 15,941.43,AGM 16,2101.28,41.81,42.70,41.20,41.81,42.70,15180,41.69,42.24,33.7903010,-118.0109618,48.41,
GWD 15190,Girth Weld,,47132.42,41.69,0.280,35000,ERW,8.625,600,,,,,,,,,,,AGM 15,984.13,AGM 16,2058.58,42.70,41.69,41.81,42.70,41.69,15190,42.24,41.99,33.7904185,-118.0109607,48.34,
GWD 15200,Girth Weld,,47174.11,42.24,0.280,35000,ERW,8.625,600,,,,,,,,,,,AGM 15,1025.82,AGM 16,2016.89,41.69,42.24,42.70,41.69,42.24,15200,41.99,42.46,33.7905332,-118.0109588,47.92,
GWD 15210,Girth Weld,,47216.35,41.99,0.280,35000,ERW,8.625,600,,,,,,,,,,,AGM 15,1068.06,AGM 16,1974.66,42.24,41.99,41.69,42.24,41.99,15210,42.46,42.46,33.7906494,-118.0109567,47.19,
GWD 15220,Girth Weld,,47258.34,42.46,0.280,35000,ERW,8.625,600,,,,,,,,,,,AGM 15,1110.05,AGM 16,1932.67,41.99,42.46,42.24,41.99,42.46,15220,42.46,42.28,33.7907649,-118.0109552,46.89,
GWD 15230,Girth Weld,,47300.80,42.46,0.280,35000,ERW,8.625,600,,,,,,,,,,,AGM 15,1152.51,AGM 16,1890.21,42.46,42.46,41.99,42.46,42.46,15230,42.28,41.77,33.7908817,-118.0109543,47.19,
GWD 15240,Girth Weld,,47343.26,42.28,0.280,35000,ERW,8.625,600,,,,,,,,,,,AGM 15,1194.97,AGM 16,1847.75,42.46,42.28,42.46,42.46,42.28,15240,41.77,42.03,33.7909985,-118.0109527,47.31,
GWD 15250,Girth Weld,,47385.54,41.77,0.280,35000,ERW,8.625,600,,,,,,,,,,,AGM 15,1237.25,AGM 16,1805.46,42.28,41.77,42.46,42.28,41.77,15250,42.03,39.05,33.7911148,-118.0109514,47.36,
GWD 15260,Girth Weld,,47427.31,42.03,0.280,35000,ERW,8.625,600,,,,,,,,,,,AGM 15,1279.02,AGM 16,1763.69,41.77,42.03,42.28,41.77,42.03,15260,39.05,43.20,33.7912297,-118.0109505,48.24,
GWD 15270,Girth Weld,,47469.34,39.05,0.280,35000,ERW,8.625,600,,,,,,,,,,,AGM 15,1321.06,AGM 16,1721.66,42.03,39.05,41.77,42.03,39.05,15270,43.20,41.60,33.7913453,-118.0109503,48.21,
GWD 15280,Girth Weld,,47508.39,43.20,0.280,35000,ERW,8.625,600,,,,,,,,,,,AGM 15,1360.11,AGM 16,1682.61,39.05,43.20,42.03,39.05,43.20,15280,41.60,42.04,33.7914527,-118.0109497,48.12,
GWD 15290,Girth Weld,,47551.60,41.60,0.280,35000,ERW,8.625,600,,,,,,,,,,,AGM 15,1403.31,AGM 16,1639.41,43.20,41.60,39.05,43.20,41.60,15290,42.04,36.16,33.7915716,-118.0109482,48.17,
GWD 15300,Girth Weld,,47593.19,42.04,0.280,35000,ERW,8.625,600,,,,,,,,,,,AGM 15,1444.91,AGM 16,1597.81,41.60,42.04,43.20,41.60,42.04,15300,36.16,41.05,33.7916860,-118.0109482,48.27,
GWD 15310,Girth Weld,,47635.23,36.16,0.280,35000,ERW,8.625,600,,,,,,,,,,,AGM 15,1486.94,AGM 16,1555.78,42.04,36.16,41.60,42.04,36.16,15310,41.05,42.68,33.7918016,-118.0109482,48.26,
GWD 15320,Girth Weld,,47671.39,41.05,0.280,35000,ERW,8.625,600,,,,,,,,,,,AGM 15,1523.10,AGM 16,1519.62,36.16,41.05,42.04,36.16,41.05,15320,42.68,40.97,33.7919011,-118.0109483,48.25,
GWD 15330,Girth Weld,,47712.43,42.68,0.280,35000,ERW,8.625,600,,,,,,,,,,,AGM 15,1564.15,AGM 16,1478.57,41.05,42.68,36.16,41.05,42.68,15330,40.97,41.48,33.7920140,-118.0109474,48.19,
GWD 15340,Girth Weld,,47755.11,40.97,0.280,35000,ERW,8.625,600,,,,,,,,,,,AGM 15,1606.82,AGM 16,1435.89,42.68,40.97,41.05,42.68,40.97,15340,41.48,41.95,33.7921314,-118.0109465,48.26,
GWD 15350,Girth Weld,,47796.08,41.48,0.280,35000,ERW,8.625,600,,,,,,,,,,,AGM 15,1647.79,AGM 16,1394.92,40.97,41.48,42.68,40.97,41.48,15350,41.95,42.03,33.7922441,-118.0109452,48.55,
GWD 15360,Girth Weld,,47837.56,41.95,0.280,35000,ERW,8.625,600,,,,,,,,,,,AGM 15,1689.27,AGM 16,1353.45,41.48,41.95,40.97,41.48,41.95,15360,42.03,42.13,33.7923582,-118.0109449,48.34,
GWD 15370,Girth Weld,,47879.51,42.03,0.280,35000,ERW,8.625,600,,,,,,,,,,,AGM 15,1731.22,AGM 16,1311.50,41.95,42.03,41.48,41.95,42.03,15370,42.13,42.14,33.7924736,-118.0109457,48.11,
GWD 15380,Girth Weld,,47921.54,42.13,0.280,35000,ERW,8.625,600,,,,,,,,,,,AGM 15,1773.25,AGM 16,1269.47,42.03,42.13,41.95,42.03,42.13,15380,42.14,38.28,33.7925892,-118.0109461,48.34,
GWD 15390,Girth Weld,,47963.67,42.14,0.280,35000,ERW,8.625,600,,,,,,,,,,,AGM 15,1815.38,AGM 16,1227.33,42.13,42.14,42.03,42.13,42.14,15390,38.28,31.47,33.7927052,-118.0109458,48.10,
GWD 15400,Girth Weld,,48005.81,38.28,0.280,35000,ERW,8.625,600,,,,,,,,,,,AGM 15,1857.52,AGM 16,1185.19,42.14,38.28,42.13,42.14,38.28,15400,31.47,4.79,33.7928211,-118.0109447,48.24,
GWD 15410,Girth Weld,,48044.09,31.47,0.280,35000,ERW,8.625,600,,,,,,,,,,,AGM 15,1895.80,AGM 16,1146.92,38.28,31.47,42.14,38.28,31.47,15410,4.79,40.84,33.7929264,-118.0109453,48.19,
GWD 15420,Girth Weld,,48075.55,4.79,0.250,35000,ERW,8.625,600,,,,,,,,,,,AGM 15,1927.27,AGM 16,1115.45,31.47,4.79,38.28,31.47,4.79,15420,40.84,31.07,33.7930130,-118.0109455,47.90,Estimated WT 0.250
GWD 15430,Girth Weld,,48080.35,40.84,0.250,35000,ERW,8.625,600,,,,,,,,,,,AGM 15,1932.06,AGM 16,1110.66,4.79,40.84,31.47,4.79,40.84,15430,31.07,41.62,33.7930261,-118.0109454,47.88,
GWD 15440,Girth Weld,,48121.18,31.07,0.250,35000,ERW,8.625,600,,,,,,,,,,,AGM 15,1972.90,AGM 16,1069.82,40.84,31.07,4.79,40.84,31.07,15440,41.62,38.34,33.7931384,-118.0109436,48.84,
GWD 15450,Girth Weld,,48152.26,41.62,0.250,35000,ERW,8.625,600,,,,,,,,,,,AGM 15,2003.97,AGM 16,1038.75,31.07,41.62,40.84,31.07,41.62,15450,38.34,41.22,33.7932239,-118.0109424,48.91,
GWD 15460,Girth Weld,,48193.88,38.34,0.250,35000,ERW,8.625,600,,,,,,,,,,,AGM 15,2045.59,AGM 16,997.12,41.62,38.34,31.07,41.62,38.34,15460,41.22,41.53,33.7933384,-118.0109411,49.02,
GWD 15470,Girth Weld,,48232.22,41.22,0.250,35000,ERW,8.625,600,,,,,,,,,,,AGM 15,2083.93,AGM 16,958.78,38.34,41.22,41.62,38.34,41.22,15470,41.53,39.16,33.7934438,-118.0109397,48.89,
GWD 15480,Girth Weld,,48273.44,23.81,0.250,35000,ERW,8.625,600,,,,,,,,,,,AGM 15,2125.16,AGM 16,917.56,41.22,41.53,38.34,41.22,41.53,15480,39.16,33.74,33.7935572,-118.0109382,49.19,
DNT 6,Deformation,,48297.26,17.71,0.250,35000,ERW,8.625,600,2.0,0.173,4.414,2.600,5:27,,,,,,AGM 15,2148.97,AGM 16,893.75,23.81,17.71,38.34,41.22,41.53,15480,39.16,33.74,33.7936227,-118.0109374,49.42,
GWD 15490,Girth Weld,,48314.97,39.16,0.250,35000,ERW,8.625,600,,,,,,,,,,,AGM 15,2166.68,AGM 16,876.03,41.53,39.16,41.22,41.53,39.16,15490,33.74,40.24,33.7936714,-118.0109367,49.52,
GWD 15500,Girth Weld,,48354.13,33.74,0.250,35000,ERW,8.625,600,,,,,,,,,,,AGM 15,2205.85,AGM 16,836.87,39.16,33.74,41.53,39.16,33.74,15500,40.24,41.84,33.7937792,-118.0109356,49.68,
GWD 15510,Girth Weld,,48387.88,40.24,0.250,35000,ERW,8.625,600,,,,,,,,,,,AGM 15,2239.59,AGM 16,803.13,33.74,40.24,39.16,33.74,40.24,15510,41.84,40.07,33.7938720,-118.0109349,49.74,
GWD 15520,Girth Weld,,48428.12,41.84,0.250,35000,SMLS,8.625,600,,,,,,,,,,,AGM 15,2279.83,AGM 16,762.89,40.24,41.84,33.74,40.24,41.84,15520,40.07,40.79,33.7939827,-118.0109345,49.79,
GWD 15530,Girth Weld,,48469.96,40.07,0.250,35000,ERW,8.625,600,,,,,,,,,,,AGM 15,2321.67,AGM 16,721.04,41.84,40.07,40.24,41.84,40.07,15530,40.79,41.03,33.7940978,-118.0109343,50.02,
GWD 15540,Girth Weld,,48510.03,40.79,0.250,35000,ERW,8.625,600,,,,,,,,,,,AGM 15,2361.74,AGM 16,680.98,40.07,40.79,41.84,40.07,40.79,15540,41.03,42.33,33.7942080,-118.0109341,50.13,
GWD 15550,Girth Weld,,48550.82,41.03,0.250,35000,ERW,8.625,600,,,,,,,,,,,AGM 15,2402.53,AGM 16,640.19,40.79,41.03,40.07,40.79,41.03,15550,42.33,40.78,33.7943202,-118.0109337,50.45,
GWD 15560,Girth Weld,,48591.84,42.33,0.250,35000,ERW,8.625,600,,,,,,,,,,,AGM 15,2443.56,AGM 16,599.16,41.03,42.33,40.79,41.03,42.33,15560,40.78,41.54,33.7944331,-118.0109330,50.48,
GWD 15570,Girth Weld,,48634.18,40.78,0.250,35000,ERW,8.625,600,,,,,,,,,,,AGM 15,2485.89,AGM 16,556.83,42.33,40.78,41.03,42.33,40.78,15570,41.54,41.10,33.7945495,-118.0109325,50.81,
GWD 15580,Girth Weld,,48674.96,41.54,0.250,35000,ERW,8.625,600,,,,,,,,,,,AGM 15,2526.67,AGM 16,516.05,40.78,41.54,42.33,40.78,41.54,15580,41.10,40.28,33.7946617,-118.0109323,50.79,
GWD 15590,Girth Weld,,48716.50,41.10,0.250,35000,ERW,8.625,600,,,,,,,,,,,AGM 15,2568.21,AGM 16,474.51,41.54,41.10,40.78,41.54,41.10,15590,40.28,42.17,33.7947760,-118.0109318,50.99,
GWD 15600,Girth Weld,,48757.60,40.28,0.250,35000,ERW,8.625,600,,,,,,,,,,,AGM 15,2609.31,AGM 16,433.40,41.10,40.28,41.54,41.10,40.28,15600,42.17,40.58,33.7948890,-118.0109310,51.40,
GWD 15610,Girth Weld,,48797.88,42.17,0.250,35000,ERW,8.625,600,,,,,,,,,,,AGM 15,2649.60,AGM 16,393.12,40.28,42.17,41.10,40.28,42.17,15610,40.58,40.67,33.7949998,-118.0109303,51.66,
GWD 15620,Girth Weld,,48840.05,40.58,0.250,35000,ERW,8.625,600,,,,,,,,,,,AGM 15,2691.76,AGM 16,350.95,42.17,40.58,40.28,42.17,40.58,15620,40.67,42.39,33.7951158,-118.0109302,51.99,
GWD 15630,Girth Weld,,48880.63,40.67,0.250,35000,ERW,8.625,600,,,,,,,,,,,AGM 15,2732.34,AGM 16,310.38,40.58,40.67,42.17,40.58,40.67,15630,42.39,41.37,33.7952274,-118.0109297,51.96,
GWD 15640,Girth Weld,,48921.30,42.39,0.250,35000,ERW,8.625,600,,,,,,,,,,,AGM 15,2773.01,AGM 16,269.71,40.67,42.39,40.58,40.67,42.39,15640,41.37,41.13,33.7953393,-118.0109294,51.90,
GWD 15650,Girth Weld,,48963.69,41.37,0.250,35000,ERW,8.625,600,,,,,,,,,,,AGM 15,2815.40,AGM 16,227.31,42.39,41.37,40.67,42.39,41.37,15650,41.13,39.41,33.7954559,-118.0109287,51.90,
GWD 15660,Girth Weld,,49005.06,41.13,0.250,35000,ERW,8.625,600,,,,,,,,,,,AGM 15,2856.78,AGM 16,185.94,41.37,41.13,42.39,41.37,41.13,15660,39.41,40.82,33.7955697,-118.0109274,52.10,
GWD 15670,Girth Weld,,49046.20,39.41,0.250,35000,ERW,8.625,600,,,,,,,,,,,AGM 15,2897.91,AGM 16,144.81,41.13,39.41,41.37,41.13,39.41,15670,40.82,39.01,33.7956829,-118.0109259,52.28,
GWD 15680,Girth Weld,,49085.60,40.82,0.250,35000,ERW,8.625,600,,,,,,,,,,,AGM 15,2937.32,AGM 16,105.40,39.41,40.82,41.13,39.41,40.82,15680,39.01,41.12,33.7957913,-118.0109252,52.25,
GWD 15690,Girth Weld,,49126.42,39.01,0.250,35000,ERW,8.625,600,,,,,,,,,,,AGM 15,2978.14,AGM 16,64.58,40.82,39.01,39.41,40.82,39.01,15690,41.12,42.79,33.7959036,-118.0109245,51.79,
GWD 15700,Girth Weld,,49165.44,25.57,0.250,35000,ERW,8.625,600,,,,,,,,,,,AGM 15,3017.15,AGM 16,25.57,39.01,41.12,40.82,39.01,41.12,15700,42.79,42.44,33.7960109,-118.0109247,51.18,
